WM;NUMMER;MWST;RES_ZEIT;WARENGR;INTERNET;SAISON_KZ;BANAME1;BANAME2;BANAME3;DKZ1;DKZ2;DKZ3;SYS_ANLAGE;DKZ4;PREIS_GRP;BIS_MENGE;VKVALIDD1;VKPREIS1;VKVALIDD2;VKPREIS2;STKPREIS;GP_MENGE;GP_EINHEIT;PACK_MENGE;RABATT;VKPREIS3;VKVALIDD3;VKBISDT1;VKBISDT2;VKBISDT3;STAFRABATT;FAKTOR;ISZUSATZ00;ISZUSATZ01;ISZUSATZ02;ISZUSATZ03;ISZUSATZ04;ISZUSATZ05;ISZUSATZ06;ISZUSATZ07;ISZUSATZ08;ISZUSATZ09;ISZUSATZ10;ISZUSATZ11;ISZUSATZ12;ISZUSATZ13;ISZUSATZ14;ISZUSATZ15;ISZUSATZ16;ISZUSATZ17;ISZUSATZ18;ISZUSATZ19;ISZUSATZ20;ISZUSATZ21;ISZUSATZ22;ISZUSATZ23;ISZUSATZ24;ISZUSATZ25;ISZUSATZ26;ISZUSATZ27;ISZUSATZ28;ISZUSATZ29;ISZUSATZ30;ISZUSATZ31;ISZUSATZ32;ISZUSATZ33;ISZUSATZ34;ISZUSATZ35;ISZUSATZ36;ISZUSATZ37;ISZUSATZ38;ISZUSATZ39;ISZUSATZ40;ISZUSATZ41;ISZUSATZ42;ISZUSATZ43;ISZUSATZ44;ISZUSATZ45;ISZUSATZ46;ISZUSATZ47;ISZUSATZ48;ISZUSATZ49;ISZUSATZ50;KAT_1;KAT_2;KAT_3;KAT_4;KAT_5;BF_BLAU;BF_LILA;BF_ROSA;BF_WEISS;BF_GELB;BF_ORANGE;BF_ROT;BF_MEHRF;BF_GRUEN;BF_PINK;BF_SCHWARZ;FF_BLAU;FF_ORANGE;FF_WEISS;FF_GELB;FF_ROT;FF_GRUEN;FF_SCHWARZ;ISZUSATZ51;ISZUSATZ52;ISZUSATZ53;ISZUSATZ54;ISZUSATZ55;ISZUSATZ56;LAUB_IG;LAUB_LA;LAUB_WG;BESTELLT;GELIEFERT;OFFEN;LIETERMIN;GEWICHT;VERF_BEST;MARKE
;20724;1B;7;002;Wahr;EX;Fosteriana Tulpe;'Yellow Purissima' - 10 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;4,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Tulipa fosteriana 'Yellow Purissima';Zwiebelgr??e 11/12;Blumenzwiebeln;September;10 St?ck;;;Mitte September-Ende Oktober;;;;;ca. 7-10 cm ab Zwiebelspitze, gut angie?en;;;;;M?rz;gelb, bis zu 15 cm lang, gro?;;jeder normale Gartenboden;;;;;;sonnig;verbl?hte Tulpen-Bl?ten abschneiden;ca. 5-10 cm, 10 Tulpen-Zwiebeln pro Gruppe;mehrj?hrig, winterhart;j?hrlich etwas Kompost;;Fr?hlingbeete, Tulpen-Beete, K?bel, jeder Garten, Schnitt;;;30 cm;;;;;;;;;;K?pper Blumenzwiebeln & Saaten GmbH;HAUPT;01.09.2018;;;;Blumenzwiebeln/Herbst-Blumenzwiebeln/Tulpen/Fosteriana Tulpen;;;;;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;April;;halbschattig;40 cm;;Falsch;Wahr;Falsch;;;;;280;1;K?p
;20724;1B;7;002;Wahr;EX;Fosteriana Tulpe;'Yellow Purissima' - 10 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;4,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Tulipa fosteriana 'Yellow Purissima';Zwiebelgr??e 11/12;Blumenzwiebeln;September;10 St?ck;;;Mitte September-Ende Oktober;;;;;ca. 7-10 cm ab Zwiebelspitze, gut angie?en;;;;;M?rz;gelb, bis zu 15 cm lang, gro?;;jeder normale Gartenboden;;;;;;sonnig;verbl?hte Tulpen-Bl?ten abschneiden;ca. 5-10 cm, 10 Tulpen-Zwiebeln pro Gruppe;mehrj?hrig, winterhart;j?hrlich etwas Kompost;;Fr?hlingbeete, Tulpen-Beete, K?bel, jeder Garten, Schnitt;;;30 cm;;;;;;;;;;K?pper Blumenzwiebeln & Saaten GmbH;HAUPT;01.09.2018;;;;Blumenzwiebeln/Herbst-Blumenzwiebeln/Tulpen/Fosteriana Tulpen;;;;;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;April;;halbschattig;40 cm;;Falsch;Wahr;Falsch;;;;;280;1;K?p
;20724;1B;7;002;Wahr;EX;Fosteriana Tulpe;'Yellow Purissima' - 10 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;4,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Tulipa fosteriana 'Yellow Purissima';Zwiebelgr??e 11/12;Blumenzwiebeln;September;10 St?ck;;;Mitte September-Ende Oktober;;;;;ca. 7-10 cm ab Zwiebelspitze, gut angie?en;;;;;M?rz;gelb, bis zu 15 cm lang, gro?;;jeder normale Gartenboden;;;;;;sonnig;verbl?hte Tulpen-Bl?ten abschneiden;ca. 5-10 cm, 10 Tulpen-Zwiebeln pro Gruppe;mehrj?hrig, winterhart;j?hrlich etwas Kompost;;Fr?hlingbeete, Tulpen-Beete, K?bel, jeder Garten, Schnitt;;;30 cm;;;;;;;;;;K?pper Blumenzwiebeln & Saaten GmbH;HAUPT;01.09.2018;;;;Blumenzwiebeln/Herbst-Blumenzwiebeln/Tulpen/Fosteriana Tulpen;;;;;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;April;;halbschattig;40 cm;;Falsch;Wahr;Falsch;;;;;280;1;K?p
;17007;1A;7;003;Wahr;EX;OSCORNA Bodenaktivator - 5 kg;;;1;0;0;01.11.2012;0;;9999999;01.10.2012;12,5;;0;Falsch;1;2;5;Wahr;;;;;;0;;;5 kg;Plastiksack;Januar;5 kg;;HUK Eignung;;;;;;;;;;;;;;;;;;;;;;;;;;Bodenverbesserer;;;;;;;;;;;;;Oscorna;HAUPT;;;;;Zubeh?r/D?ngemittel/Bodenverbesserung;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;;;;Falsch;Falsch;Falsch;;;;;5500;6;OS
;68035;1B;7;022;Wahr;EX;Himbeere 'Himbo-Star?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Rubus idaeus "Himbo-Star?";ca. 40 - 60 cm;Im 2 Liter Container;Januar;;;sehr hohe Ertr?ge und besonders s??e Himbeeren;;;;;;;;;;;;;;normaler, guter Gartenboden;August;gro?, leuchten rot, saftig, zahlreich;durch hohen Zuckeranteil besonders s??;;;sonnig;nach der Ernte alle Ruten bodennah abschneiden;;;;;S??speisen, Frischverzehr, Gelees, So?en, Marmelade;;sufrechter, strauchartiger Wuchs;100 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Obst & Gem?se/Beerenstr?ucher/Himbeeren;;;;;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Dezember;;Oktober;halbschattig;150 cm;;Falsch;Wahr;Falsch;120;0;0;01.12.2018;1500;2;GS
;68035;1B;7;022;Wahr;EX;Himbeere 'Himbo-Star?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Rubus idaeus "Himbo-Star?";ca. 40 - 60 cm;Im 2 Liter Container;Januar;;;sehr hohe Ertr?ge und besonders s??e Himbeeren;;;;;;;;;;;;;;normaler, guter Gartenboden;August;gro?, leuchten rot, saftig, zahlreich;durch hohen Zuckeranteil besonders s??;;;sonnig;nach der Ernte alle Ruten bodennah abschneiden;;;;;S??speisen, Frischverzehr, Gelees, So?en, Marmelade;;sufrechter, strauchartiger Wuchs;100 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Obst & Gem?se/Beerenstr?ucher/Himbeeren;;;;;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Dezember;;Oktober;halbschattig;150 cm;;Falsch;Wahr;Falsch;12;0;12;23.10.2018;1500;2;GS
;43743;1B;14;009;Wahr;EX;Frauenfarn;;;1;0;0;01.11.2012;0;;4;01.10.2012;3,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Athyrium filix femina;;Im 9 cm Topf;Januar;;;Austrieb ab Mai;;;;;;Augen m?ssen mit Erde bedeckt sein;;;zwei- bis dreifach gefiedert, Rand gez?hnt, hellgr?n, buschig;;;;;feuchte Waldb?sen, kalkfrei;;;;;;halbschattig;zieht sich automatisch zur?ck;;;;Sporen, Teilung;Begleitpflanze, unter B?umen;;sehr w?chsig, buschig;60 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Stauden/Farne;Stauden/Schattenstauden;Stauden/Blattschmuck;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;schattig;80 cm;;Falsch;Wahr;Falsch;;;;;350;10;GS
;43743;1B;14;009;Wahr;EX;Frauenfarn;;;1;0;0;01.11.2012;0;;9999999;24.08.2016;3,45;;0;Falsch;0;;0;Wahr;0;;;;;0;;Athyrium filix femina;;Im 9 cm Topf;Januar;;;Austrieb ab Mai;;;;;;Augen m?ssen mit Erde bedeckt sein;;;zwei- bis dreifach gefiedert, Rand gez?hnt, hellgr?n, buschig;;;;;feuchte Waldb?sen, kalkfrei;;;;;;halbschattig;zieht sich automatisch zur?ck;;;;Sporen, Teilung;Begleitpflanze, unter B?umen;;sehr w?chsig, buschig;60 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Stauden/Farne;Stauden/Schattenstauden;Stauden/Blattschmuck;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;schattig;80 cm;;Falsch;Wahr;Falsch;;;;;350;10;GS
;63081;1B;7;006;Wahr;EX;Mandelbaum - Zierkirsche;;;1;0;0;01.11.2012;0;;9999999;01.10.2012;19,95;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Prunus triloba;ca. 40 - 60 cm;Im 3 Liter Container;Januar;;je eine Pflanze;Romantik pur;ganzj?hrig, bei frostfreiem Boden;;;;;;;;oval, breit;;April;rosa, gef?llt, r?schenartig, dicht am Holz wachsend;;normaler Gartenboden;;;;;;sonnig;direkt nach der Bl?te;;;;;alle G?rten, Terrassen, Pflanzk?bel;;aufrecht, dicht verzweigt, buschig;100 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Zier?pfel & Zierkirschen;;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Mai;;halbschattig;120 cm;;Falsch;Wahr;Falsch;;;;;3300;0;GS
;63081;1B;7;006;Wahr;EX;Mandelbaum - Zierkirsche;;;1;0;0;01.11.2012;0;;9999999;01.10.2012;19,95;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Prunus triloba;ca. 40 - 60 cm;Im 3 Liter Container;Januar;;je eine Pflanze;Romantik pur;ganzj?hrig, bei frostfreiem Boden;;;;;;;;oval, breit;;April;rosa, gef?llt, r?schenartig, dicht am Holz wachsend;;normaler Gartenboden;;;;;;sonnig;direkt nach der Bl?te;;;;;alle G?rten, Terrassen, Pflanzk?bel;;aufrecht, dicht verzweigt, buschig;100 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Zier?pfel & Zierkirschen;;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Mai;;halbschattig;120 cm;;Falsch;Wahr;Falsch;;;;;3300;0;GS
;66152;1B;7;011;Wahr;EX;Stachelbeere 'Invicta?' -;Halbstamm (40-50 cm);;1;1;0;01.11.2012;0;;9999999;01.10.2012;15,95;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Ribes uva-crispa 'Invicta?';40-50 cm hoch;;Oktober;;;mehltauresistent, beste Sorte;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;;;;;;;;;;;;;normaler, guter Gartenboden;Juni;gro?e, saftige Beeren, erst hellgr?n, sp?ter gelbgr?n;fruchtig, s??, unverwechselbar;;;;;;;Excello-Basis-Kupferd?nger (siehe unten);;Frischverzehr, Kuchenbelag, S??speisen, etc.;;aufrechter Wuchs;150 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Obst & Gem?se/Beerenstr?ucher/Stachelbeeren;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Mai;;August;;200 cm;;Falsch;Wahr;Falsch;;;;;200;0;GS
;68064;1B;7;022;Wahr;EX;Himbeere 'Himbo-Top?';;;1;0;0;01.11.2012;0;;4;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;;;;;;0;;Rubus idaeus 'Himbo-Top?';40-60 cm, kr?ftige Ruten gest?bt;Im 2 Liter Container;Januar;;;sp?te Reife, ertragreich, gut im Geschmack;;;;;;;;;gr?n, gez?hnt;;;;;normaler, guter Gartenboden;August;gro? (6-8 g), leuchtend hellrot, sehr zahlreich;s??-fruchtig, intensiv aromatisch;;innerhalb weniger Tage verbrauchen;sonnig;im Winter komplett zur?ckschneiden (bis zu 1-3 cm);;;;;Verzehr: frisch, Marmelade, S??speisen, Gr?tze, etc.;;wenige Ausl?ufer, strauchig;150 cm;80 cm;40-120 cm/Jahr;;;;;;Herbsthimbeere;;Garten Schl?ter;HAUPT;;;;;Obst & Gem?se/Beerenstr?ucher/Himbeeren;;;;;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Dezember;;September;halbschattig;180 cm;120 cm;Falsch;Wahr;Falsch;90;0;0;01.12.2018;1500;11;GS
;68064;1B;7;022;Wahr;EX;Himbeere 'Himbo-Top?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;6,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Rubus idaeus 'Himbo-Top?';40-60 cm, kr?ftige Ruten gest?bt;Im 2 Liter Container;Januar;;;sp?te Reife, ertragreich, gut im Geschmack;;;;;;;;;gr?n, gez?hnt;;;;;normaler, guter Gartenboden;August;gro? (6-8 g), leuchtend hellrot, sehr zahlreich;s??-fruchtig, intensiv aromatisch;;innerhalb weniger Tage verbrauchen;sonnig;im Winter komplett zur?ckschneiden (bis zu 1-3 cm);;;;;Verzehr: frisch, Marmelade, S??speisen, Gr?tze, etc.;;wenige Ausl?ufer, strauchig;150 cm;80 cm;40-120 cm/Jahr;;;;;;Herbsthimbeere;;Garten Schl?ter;HAUPT;;;;;Obst & Gem?se/Beerenstr?ucher/Himbeeren;;;;;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Dezember;;September;halbschattig;180 cm;120 cm;Falsch;Wahr;Falsch;90;0;0;01.12.2018;1500;11;GS
;60184;1B;7;024;Wahr;EX;Clematis 'K?nigskind?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;;;;;;0;;Clematis 'K?nigskind?';60 - 100 cm;Im 2 Liter Container;Januar;;;sehr reich bl?hend;;;;;;;;;;;Mai;royalblau, hellblauer Mittelstreifen, gr??er als 10 cm,;;normaler Gartenboden;;;;;;sonnig;R?ckschnitt im M?rz auf 30-50 cm;;;;;Z?une, Pergolen, Rankger?ste, auch gro?e K?bel;;schlingend;120 cm;;;;;;;;;;Garten Schl?ter;HAUPT;01.08.2018;;;;Kletterpflanzen/Clematis;Kletterpflanzen/Kletterpflanzen f?r Rankhilfen;;;;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;September;;halbschattig;200 cm;;Falsch;Wahr;Falsch;;;;;600;4;GS
;62862;1B;7;006;Wahr;EX;Edelflieder;'Andenken an Ludwig Sp?th';- Ein Klassiker;1;1;1;01.11.2012;0;;9999999;01.10.2012;12,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Syringa vulgaris 'Andenken an Ludwig Sp?th';40 - 60 cm;Im 3 Liter Container;Januar;;;duftendes Insektenn?hrgeh?lz;;;;;;;;;eif?rmig, frischgr?n;;Mai;dunkelpurpurrot, 30 cm lange Bl?tenrispen;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;Schnitt f?rdert sch?nen Wuchs, nach dem Schnitt im Folgejahr meist keine Bl?te;;mehrj?hrig, winterhart;;;Einzelstellung, in allen gr??eren G?rten, Schnitt;1 Pfl pro Meter;aufrecht, kr?ftig, dicht verzweigt, buschig;250 cm;150 cm;20-50 cm/Jahr;;;;;;;Flachwurzler;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Edelflieder;;;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;sonnig;300 cm;180 cm;Falsch;Wahr;Falsch;100;0;0;01.12.2018;1800;0;GS
;62862;1B;7;006;Wahr;EX;Edelflieder;'Andenken an Ludwig Sp?th';- Ein Klassiker;1;1;1;01.11.2012;0;;9999999;01.10.2012;12,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Syringa vulgaris 'Andenken an Ludwig Sp?th';40 - 60 cm;Im 3 Liter Container;Januar;;;duftendes Insektenn?hrgeh?lz;;;;;;;;;eif?rmig, frischgr?n;;Mai;dunkelpurpurrot, 30 cm lange Bl?tenrispen;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;Schnitt f?rdert sch?nen Wuchs, nach dem Schnitt im Folgejahr meist keine Bl?te;;mehrj?hrig, winterhart;;;Einzelstellung, in allen gr??eren G?rten, Schnitt;1 Pfl pro Meter;aufrecht, kr?ftig, dicht verzweigt, buschig;250 cm;150 cm;20-50 cm/Jahr;;;;;;;Flachwurzler;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Edelflieder;;;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;sonnig;300 cm;180 cm;Falsch;Wahr;Falsch;100;0;0;01.12.2018;1800;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
